"","SCHOOL","PROGRAM","DEGREE","ONLINE","ONCAMPUS","COUNTRY","STATE","CITY","DEPARTMENT","URL","skills"
"481","Lancaster University","Data Science","M",FALSE,TRUE,"GB","","Lancaster","","http://www.lancaster.ac.uk/dsi/education/data-science-msc/","dedicated, experience, research, social, training"
"482","Aston University","Business Analytics","M",FALSE,TRUE,"GB","","","","http://www1.aston.ac.uk/aston-business-school/programmes/postgraduate/msc-programmes/msc-business-analytics-and-information-systems-management/",""
"483","Birmingham City University","Business Intelligence","M",FALSE,TRUE,"GB","","","","http://www.bcu.ac.uk/courses/msc-business-intelligence",""
"484","Bournemouth University","Applied Data Analytics","M",FALSE,TRUE,"GB","","","","http://courses.bournemouth.ac.uk/courses/postgraduate-degree/applied-data-analytics/msc/1975/course_content-course_content/",""
"485","Brunel University, London","Business Intelligence and Social Media","M",FALSE,TRUE,"GB","","London","","http://www.brunel.ac.uk/courses/postgraduate/N100PBUSINSM","communication, competitive, decision making, experience, independent, leadership, management, mentoring, organization, planning, presentation, reliable, research, social, training"
"486","Brunel University, London","Data Science and Analytics","M",FALSE,TRUE,"GB","","London","","http://www.brunel.ac.uk/courses/postgraduate/data-science-and-analytics-msc","communication, experience, independent, management, mentoring, presentation, research, social, training"
"487","City University London","Data Science","M",FALSE,TRUE,"GB","","London","","http://www.city.ac.uk/courses/postgraduate/data-science-msc","communication, dedicated, experience, flexible, independent, management, presentation, problem solving, research, social, training"
"488","Coventry University","Data Science and Computational Intelligence","M",FALSE,TRUE,"GB","","","","http://www.coventry.ac.uk/course-structure/2013/faculty-of-engineering-and-computing/postgraduate-degree-mba-msc-ma/data-science-and-computational-intelligence-msc/","flexible, friendly, research, social, training"
"489","De Montfort University","Business Intelligence Systems And Data Mining","M",FALSE,TRUE,"GB","","","","http://www.dmu.ac.uk/study/courses/postgraduate-courses/business-intelligence-systems-and-data-mining-msc.aspx","decision making, dedicated, experience, flexible, independent, management, presentation, research, self-directed, social, training"
"490","Goldsmiths, University of London","Data Science","M",FALSE,TRUE,"GB","","","","http://www.gold.ac.uk/pg/msc-data-science/","dedicated, experience, independent, management, planning, presentation, problem solving, research, social, training"
"491","Imperial College London","Computing (Machine Learning)","M",FALSE,TRUE,"GB","","","","http://www3.imperial.ac.uk/computing/teaching/pg/mcsml","communication, leadership, research, social, training"
"492","Leeds Met","usiness Intelligence","M",FALSE,TRUE,"GB","","","","http://courses.leedsmet.ac.uk/businessintelligencesas_msc",""
"493","Newcastle University","Cloud Computing for Big Data","D",FALSE,TRUE,"GB","","","Computing Science / Mathematics and Statistics","http://teaching.ncl.ac.uk/ccfbd-cdt","assertive, research, social, training"
"494","Robert Gordon University","Information Engineering","M",FALSE,TRUE,"GB","","","","http://www.rgu.ac.uk/computing/study-options/postgraduate-taught-full-time/computing-information-engineering","experience, management, planning, research, social"
"495","Royal Holloway, University Of London","Data Science And Analytics","M",FALSE,TRUE,"GB","","","","http://www.rhul.ac.uk/computerscience/prospectivestudents/postgraduatetaught/bigdata.aspx","management, research, social"
"496","Sheffield Hallam University","Web and Cloud Computing","M",FALSE,TRUE,"GB","","","","http://www.shu.ac.uk/prospectus/course/1064/content/","communication, experience, leadership, management, mentoring, planning, research, social"
"497","Sheffield Hallam University","Big Data Analytics","M",FALSE,TRUE,"GB","","","","http://www.shu.ac.uk/prospectus/course/1250/","communication, experience, leadership, management, mentoring, planning, research, social"
"498","The University Of Edinburgh","Informatics","M",FALSE,TRUE,"GB","","","","http://www.ed.ac.uk/schools-departments/informatics/postgraduate/msc/msc-informatics","communication, experience, problem solving, research"
"499","The University Of Manchester","Data And Knowledge Management","M",FALSE,TRUE,"GB","","","","http://www.manchester.ac.uk/postgraduate/taughtdegrees/courses/atoz/course/?code=08345&pg=2","experience, management, research, social"
"500","University College London","Web Science And Big Data Analytics","M",FALSE,TRUE,"GB","","","","http://www.cs.ucl.ac.uk/admissions/msc_web_science/",""
"501","University College London","Computational Statistics And Machine Learning","M",FALSE,TRUE,"GB","","","","http://www.csml.ucl.ac.uk/courses/msc_csml/",""
"502","University College London","Machine Learning","M",FALSE,TRUE,"GB","","","","http://www.csml.ucl.ac.uk/courses/msc_ml/",""
"503","University Of Bristol","Machine Learning And Data Mining","M",FALSE,TRUE,"GB","","","","http://www.bristol.ac.uk/prospectus/postgraduate/2013/prog_details/ENGF/247","research, social"
"504","University of Derby","Data Science","B",FALSE,TRUE,"GB","","","","http://www.derby.ac.uk/courses/data-science-bsc-hons/","experience, management, presentation, research, social, training"
"505","University of Derby","Analytics","B",FALSE,TRUE,"GB","","","","http://www.derby.ac.uk/courses/analytics-joint-honours/","decision making, experience, independent, management, presentation, research, social, training"
"506","University of Derby","Information Technology - Analytics","B",FALSE,TRUE,"GB","","","","http://www.derby.ac.uk/courses/information-technology-bsc-hons/","communication, dedicated, experience, independent, management, motivated, presentation, research, social, training"
"507","University of Derby","Big Data Analytics","M",FALSE,TRUE,"GB","","","","http://www.derby.ac.uk/courses/postgraduate/big-data-analytics-msc/","communication, experience, independent, management, presentation, research, social, training"
"508","University of Dundee","Data Science","M",FALSE,TRUE,"GB","","","Computing","http://www.computing.dundee.ac.uk/newsandevents/newsdetail.asp?978",""
"509","University Of East Anglia","Knowledge Discovery And Data Mining","M",FALSE,TRUE,"GB","","","","http://www.uea.ac.uk/study/postgraduate/taught-degree/detail/msc-knowledge-discovery-and-datamining","communication, experience, management, presentation, research, social, training"
"510","University Of East London","Data Mining And Knowledge Management","M",FALSE,TRUE,"GB","","","","http://www.uel.ac.uk/postgraduate/specs/datamining/",""
"511","University Of Essex","Big Data And Text Analytics","M",FALSE,TRUE,"GB","","","","http://www.essex.ac.uk/csee/pg_taught/mscbigdata.aspx?goback=.gde_115439_member_193676745","communication, experience, flexible, innovator, management, motivated, research, social, training"
"512","University Of Greenwich","Data Warehousing And Data Mining","M",FALSE,TRUE,"GB","","","","http://www.cms.gre.ac.uk/postgraduate/dwadm.asp",""
"513","University of Kent","Business Analytics","M",FALSE,TRUE,"GB","","","","http://www.kent.ac.uk/kbs/pg-taught/programmes/msc-mgmntsci-analytics.html",""
"514","University Of Leeds","Advanced Computer Science(Data Analytics)","M",FALSE,TRUE,"GB","","","Computer Science","http://www.engineering.leeds.ac.uk/computing/postgraduate/masters-advanced-computer-science/","dedicated, experience, research, social"
"515","University of Leicester","Data Analysis for Business Intelligence","M",FALSE,TRUE,"GB","","","","http://www2.le.ac.uk/study/postgrad/taught-campus/mathematics/analysis","collaborating, communication, experience, independent, management, presentation, research, social, team work, training"
"516","University Of Liverpool","Data Mining","M",FALSE,TRUE,"GB","","","","http://www.liv.ac.uk/study/postgraduate/taught/faculty-of-science-and-engineering/school-of-electrical-engineering-electronics-and-computer-science/computer-science/mres/advanced-science-computer-sciences-data-mining-pathway/overview/",""
"517","University of Manchester","Business Analytic","M",FALSE,TRUE,"GB","","","","http://www.mbs.ac.uk/masters/courses/analytics-operational-research-risk-analysis/index.aspx","experience, leadership, management, research, social"
"518","University of Nottingham","Data Science","B",FALSE,TRUE,"GB","","","Computer Science","http://www.nottingham.ac.uk/ugstudy/courses/computerscience/bsc-data-science.aspx","communication, experience, flexible, friendly, management, presentation, reliable, research, social, training"
"519","University of Southampton","Business Analytics and Management Sciences","M",FALSE,TRUE,"GB","","","","http://www.southampton.ac.uk/postgraduate/pgstudy/programmes/management/msc_business_analytics_management_sciences.html","communication, experience, flexible, leadership, management, planning, research, social, training"
"520","University Of St Andrews","Applied Statistics And Data Mining","M",FALSE,TRUE,"GB","","","","http://www.creem.st-and.ac.uk/datamining/",""
"521","University of Strathclyde","Business Analysis and Consulting","M",TRUE,TRUE,"GB","","","","http://www.strath.ac.uk/mansci/prospectivestudents/mscbusinessanalysisandconsulting/","experience, management, research, social, training"
"522","University of Surrey","Business Analytics","M",FALSE,TRUE,"GB","","","Business","http://www.surrey.ac.uk/postgraduate/courses/business/businessanalytics/","communication, confident, decision making, dedicated, experience, independent, management, mentoring, organization, research, social, team player, training"
"523","University of Warwick","Business Analytics & Consulting","M",FALSE,TRUE,"GB","","","","http://www.wbs.ac.uk/courses/postgraduate/business-analytics-and-consulting/","experience, leadership, management, research, social"
"524","University of Warwick","Data Science","B",FALSE,TRUE,"GB","","","","http://www2.warwick.ac.uk/fac/sci/statistics/courses/datsci","experience, flexible, research, social"
"525","University Of Warwick","Data Analytics","M",FALSE,TRUE,"GB","","","","http://www2.warwick.ac.uk/fac/sci/dcs/admissions/taughtmsc/da-msc/","experience, management, research, social"
"526","University Of Westminster","Business Intelligence And Analytics","M",FALSE,TRUE,"GB","","","","http://www.westminster.ac.uk/courses/subjects/business-information-systems/postgraduate-courses/part-time-evening-only/p09epbua-msc-business-intelligence-and-analytics",""
"527","Data ScienceTech Institute","Data Scientist Designer","M",FALSE,TRUE,"FR","","Paris","","https://www.datasciencetech.institute/master-programme-msc-data-scientist-designer/","dedicated, experience, management, organization, presentation, research, scheduling, social"
"528","Data ScienceTech Institute","Big Data Analyst","M",FALSE,TRUE,"FR","","Nice","","https://www.datasciencetech.institute/master-programme-msc-executive-big-data-analyst/","dedicated, experience, management, organization, presentation, research, scheduling, social"
"529","EISTI","Business Analytics","M",FALSE,TRUE,"FR","","","","http://www.eisti.fr/en/master-business-analytics-architecture-data-exploration-and-optimization-adeo",""
"530","ENSAE Paris Tech","Data Science Specialisation","B",FALSE,TRUE,"FR","","","","http://www.ensae.fr/formations-navhorizontale-172/statisticien-conomiste-navhorizontale-48/3me-anne-voies-de-spcialisation-formationsdiplome-96/data-science-cours-3a.html",""
"531","Telecom Paris Tech","Big Data","M",FALSE,TRUE,"FR","","","","http://www.telecom-paristech.fr/formation-continue/masteres-specialises/big-data.html","communication, inspiring, management, social"
"532","Telecom Sudparis","Automatic Data Processing","M",FALSE,TRUE,"FR","","","","http://www.telecom-sudparis.eu/msc?idm=25",""
"533","Université Pierre Et Marie Curie","Artificial Intelligence And Decision Specialization","M",FALSE,TRUE,"FR","","","","http://www.upmc.fr/en/education/diplomas/sciences_and_technologies/masters/master_of_computer_science/artificial_intelligence_and_decision_specialization_m2.html",""
"534","Aalto University","Machine Learning And Data Mining","M",FALSE,TRUE,"FI","","","","http://www.aalto.fi/en/studies/education/programme/machine_learning_data_mining_master/","communication, management, organization, research, social"
"535","University Of Helsinki","Algorithms And Machine Learning","M",FALSE,TRUE,"FI","","","","http://www.cs.helsinki.fi/en/prospective/algorithms-and-machine-learning","independent, research"
"536","Université De Nantes","Data Mining And Knowledge Management","M",FALSE,TRUE,"EU","","","","http://www.em-dmkm.eu/","competitive, delegation, experience, social, training"
"537","Barcelona School of Management","Management - Business Analytics","M",FALSE,TRUE,"ES","","","","http://www.barcelonaschoolofmanagement.upf.edu/master-of-science-in-management-specialization-in-business-analytics","collaborating, communication, competitive, management, organization, social, training"
"538","Instituto de Empresa","Business Analytics and Big Data","M",FALSE,TRUE,"ES","","","","http://mbd.ie.edu/","communication, competitive, experience, leadership, management, research, social, training"
"539","Harbor.Space University","Data Science","B",FALSE,TRUE,"ES","","Barcelona","","http://harbour.space/courses/data-science#Bachelor","dedicated, experience, leadership, management, research, social"
"540","Harbor.Space University","Data Science","M",FALSE,TRUE,"ES","","Barcelona","","http://harbour.space/courses/data-science#Master","dedicated, experience, leadership, management, research, social"
"541","Universidad Rey Juan Carlos","Data Science","M",FALSE,TRUE,"ES","","Madrid","","http://www.masterdatascience.es/","social"
"542","Universitat Pompeu Fabra","Intelligent Interactive Systems","M",FALSE,TRUE,"ES","","","","http://www.upf.edu/iis/program.html","cooperative, experience, planning, presentation, research"
"543","Universities Of Alicante","Machine Learning And Data Mining","M",FALSE,TRUE,"ES","","","","http://www.iuii.ua.es/MLDM/overview.php",""
"544","University of Barcelona","Data Science","M",FALSE,TRUE,"ES","","Barcelona","","http://www.barcelonagse.eu/data-science-master-degree.html","collaborating, communication, experience, friendly, independent, management, motivated, organization, planning, presentation, research, social, training"
"545","University of Oviedo","Master in Soft Computing and Intelligent Data Analysis","M",FALSE,TRUE,"ES","Asturias","Mieres","European Centre for Soft Computing","http://www.softcomputing.es/metaspace/portal/5/254-about",""
"546","Aalborg University","Data Engineering","M",FALSE,TRUE,"DK","","","","http://www.studyguide.aau.dk/programmes/postgraduate/55777/",""
"547","Aarhus University","Industrial Phd In Big Data Analysis","D",FALSE,TRUE,"DK","","","","http://icoa.au.dk/news/single/artikel/seeking-candidate-for-industrial-phd/",""
"548","Aarhus University","Business Intelligence","M",FALSE,TRUE,"DK","","","","http://kandidat.au.dk/en/economics-and-business-administration-business-intelligence/",""
"549","Technical University of Denmark","Data Science","M",FALSE,TRUE,"DK","","","Department of Applied Mathematics and Computer Science","http://www.compute.dtu.dk/english/education/Data-Science-Big-Data","presentation, research, social"
"550","Otto Von Guericke University Magdeburg","Data And Knowledge Engineering","M",FALSE,TRUE,"DE","","","","http://www.uni-magdeburg.de/unimagdeburg/en/Education/Study+Guide/Study+Programmes+with+English+as+Language+of+Instruction/Data+and+Knowledge+Engineering.html","presentation, research, social"
"551","Universität Mannheim","Mannheim Master in Data Science (MMDS)","M",FALSE,TRUE,"DE","","Mannheim","","http://www.wim.uni-mannheim.de/en/the-school/degree-programs/msc-in-data-science/","experience, inspiring, management, research"
"552","TU Dortmund","Data Analysis and Management","B",FALSE,TRUE,"DE","","","Statistics","http://www.statistik.tu-dortmund.de/701.html","experience, inspiring, management, presentation, research"
"553","TU Dortmund","Data Science","M",FALSE,TRUE,"DE","","","Statistics","http://www.statistik.tu-dortmund.de/703.html","independent, inspiring, research"
"554","Universität Konstanz","Information Engineering","M",FALSE,TRUE,"DE","","","","http://www.informatik.uni-konstanz.de/en/interestedparties/master/",""
"555","Queen's University","Management Analytics","M",FALSE,TRUE,"CA","","","Business","http://business.queensu.ca/grad_studies/mma/","competitive, experience, management, motivating, organization, training"
"556","Simon Fraser University","Big Data","M",FALSE,TRUE,"CA","","Burnaby","School of Computing Science","http://www.sfu.ca/computing/prospective-students/graduate-students/academic-programs/bigdata.html","research, social"
"557","University Of Alberta","Statistical Machine Learning","M",FALSE,TRUE,"CA","","","","https://www.cs.ualberta.ca/graduate-students/msc-program-requirements/statistical-machine-learning",""
"558","University of the Fraser Valley","Data Analysis","C",FALSE,TRUE,"CA","","","Mathematics and Statistics","http://www.ufv.ca/math/data-analysis/",""
"559","York University","Business Analytics","M",FALSE,TRUE,"CA","","","","http://www.schulich.yorku.ca/client/schulich/Schulich_LP4W_LND_WebStation.nsf/page/MSc+in+Business+Analytics?OpenDocument",""
"560","Mackenzie Presbyterian Institute","Big Data Analytics","M",FALSE,TRUE,"BR","","","","http://www.mackenzie.br/27582.html",""
"561","Deakin University","Business Analytics","M",FALSE,TRUE,"AU","","","","http://www.deakin.edu.au/future-students/courses/course.php?course=M760&stutype=local&keywords=information+systems","leadership, management, mentoring, research"
"562","Macquarie University","Data Science","M",FALSE,TRUE,"AU","","","","http://courses.mq.edu.au/postgraduate/master/master-of-data-science",""
"563","University of South Australia","Data Science","M",FALSE,TRUE,"AU","","Mawson Lakes","","http://programs.unisa.edu.au/public/pcms/program.aspx?pageid=3144&sid=5278","communication, dedicated, experience, flexible, independent, innovator, leadership, management, presentation, research, team work"
"564","University of Technology Sydney","Analytics","D",FALSE,TRUE,"AU","","","","https://www.uts.edu.au/research-and-teaching/our-research/advanced-analytics-institute/research-student-opportunities-0",""
"565","Vienna University of Economics and Business","Information Systems","M",FALSE,TRUE,"AT","","","Business","http://www.wu.ac.at/programs/en/master/is/structure/firstyear",""
"566","University of Vienna","Data Science Specialization","M",FALSE,TRUE,"AT","","","Computer Science","http://cs.univie.ac.at/home/courses-of-study/",""
