"","SCHOOL","PROGRAM","DEGREE","ONLINE","ONCAMPUS","COUNTRY","STATE","CITY","DEPARTMENT","URL","skills"
"1","Auburn University","Online Master of Business Administration with concentration in Business Analytics","M",FALSE,TRUE,"US","AL","Auburn","Raymond J. Harbert College of Business","http://harbert.auburn.edu/academics/online-programs/mba-online/index.php","competitive, confident, dedicated, experience, friendly, leadership, management, organization, research, social"
"2","Auburn University","Data Science","B",FALSE,TRUE,"US","AL","Auburn","Business","http://harbert.auburn.edu/academics/undergraduate/business-analytics/index.php","dedicated, experience, friendly, leadership, management, organization, research, social"
"3","The University of Alabama","Master of Science in Marketing, Specialization in Marketing Analytics","M",TRUE,FALSE,"US","AL","Tuscaloosa","Manderson Graduate School of Business","http://bamabydistance.ua.edu/degrees/ms-in-marketing-with-a-specialization-in-marketing-analytics/index.php","communication, competitive, management, presentation, social, time management, training"
"4","The University of Alabama","MS in Operations Management - Decision Analytics Track","M",FALSE,TRUE,"US","AL","Tuscaloosa","Manderson Graduate School of Business","http://bamabydistance.ua.edu/degrees/ms-in-operations-management-online/curriculum/decision-analytics-track.php","management, presentation, social, training"
"5","The University of Alabama","M.S. degree in Applied Statistics, Data Mining Track","M",FALSE,TRUE,"US","AL","Tuscaloosa","Manderson Graduate School of Business","http://manderson.cba.ua.edu/academics/departments/masters_program/master_of_science_in_applied_statistics",""
"6","The University of Alabama","MBA with concentration in Business Analytics","M",TRUE,FALSE,"US","AL","Tuscaloosa","Culverhouse College of Commerce","http://manderson.cba.ua.edu/academics/departments/mba_program/curriculum",""
"7","Arkansas Tech University","Business Data Analytics","B",FALSE,TRUE,"US","AR","Russellville","Business","http://www.atu.edu/business/programs_bdanalytics.php","research, social"
"8","University of Arkansas","Graduate Certificate in Business Analytics","C",TRUE,FALSE,"US","AR","Fayetteville","Sam M. Walton College of Business","http://gsb.uark.edu/business-analytics-certificate/","competitive, confident, decision making, experience, knowledge management, management, motivated, organization, planning, problem solving, research, social, training"
"9","University of Arkansas","Master of Information Systems with Business Analytics Concentration","M",FALSE,TRUE,"US","AR","Fayetteville","Sam M. Walton College of Business","http://gsb.uark.edu/master-of-information-systems/","competitive, experience, leadership, motivated, problem solving, research, social, training"
"10","University of Arkansas","Professional Master of Information Systems","M",FALSE,TRUE,"US","AR","Fayetteville","Sam M. Walton College of Business","http://online.uark.edu/programs/professional-master-information-systems.html","experience, leadership, management, planning, research, social"
"11","University of Arkansas at Little Rock","Information Quality Program","M",FALSE,TRUE,"US","AR","Little Rock","Information Quality","http://ualr.edu/informationquality/","communication, competitive, dedicated, flexible, management, organization, research"
"12","University of Arkansas at Little Rock","Information Quality Program PhD","D",FALSE,TRUE,"US","AR","Little Rock","Information Quality","http://ualr.edu/informationquality/phd","communication, experience, flexible, organization, research"
"13","Arizona State University","Advanced Analytics in Higher Education","C",TRUE,FALSE,"US","AZ","Tempe","","http://asuonline.asu.edu/online-degree-programs/certificates/graduate-certificate-advanced-analytics-higher-education","decision making, dedicated, experience, leadership, management, planning, presentation, research, social"
"14","Arizona State University","Business Analytics","M",FALSE,TRUE,"US","AZ","Tempe","Business","http://wpcarey.asu.edu/masters-programs/business-analytics","experience, leadership, management, presentation, research, social"
"15","Arizona State University","Business Data Analytics","B",FALSE,TRUE,"US","AZ","Tempe","Business","http://wpcarey.asu.edu/undergraduate-degrees/data-analytics","experience, leadership, management, organization, presentation, research, social"
"16","Arizona State University","Master of Science in Business Analytics","M",TRUE,FALSE,"US","AZ","Tempe","W.P. Carey School of Business","https://programs.wpcarey.asu.edu/masters-programs/online-business-analytics","confident, experience, management, problem solving, research, social"
"17","University of Arizona","Business Intelligence & Analytics (Certificate NDP)","C",FALSE,TRUE,"US","AZ","Tucson","Management Information Systems (MIS) Department, in association with t","http://grad.arizona.edu/programs/programinfo/BIACRTG","competitive, management, organization, planning, research, social"
"18","Brigham Young University - Idaho","Data Science","A",FALSE,TRUE,"US","ID","Rexburg","College of Physical Science and Engineering","http://www.byui.edu/mathematics","management, planning, scheduling, social"
"19","Brigham Young University - Idaho","Data Science","B",FALSE,TRUE,"US","ID","Rexburg","College of Physical Science and Engineering","http://www.byui.edu/mathematics","management, planning, scheduling, social"
"20","Brigham Young University - Idaho","Data Science","C",FALSE,TRUE,"US","ID","Rexburg","College of Physical Science and Engineering","http://www.byui.edu/mathematics","management, planning, scheduling, social"
"21","California Polytechnic State University","Data Science Minor","B",FALSE,TRUE,"US","CA","San Luis Obispo","College of Science and Mathematics","http://catalog.calpoly.edu/collegesandprograms/collegeofsciencemathematics/statistics/crossdisciplinarystudiesminordatascience/","communication, experience, management, planning, social"
"22","California Polytechnic State University","Business Analytics","M",FALSE,TRUE,"US","CA","San Luis Obispo","Business","http://www.cob.calpoly.edu/gradbusiness/degree-programs/ms-business-analytics/","communication, competitive, experience, leadership, management, organization, presentation, social"
"23","California State University-East Bay","Master of Science in Business Administration: Business Analytics Option","M",TRUE,FALSE,"US","CA","Hayward","College of Business and Economics","http://www20.csueastbay.edu/cbe/msba/index.html","decision making, experience, flexible, management, scheduling"
"24","California State University-Fullerton","Master of Science in Information Systems and Decision Sciences","M",TRUE,FALSE,"US","CA","Fullerton","Mihaylo College of Business and Economics","http://business.fullerton.edu/graduateprograms/msis/",""
"25","California State University-Fullerton","Certificate in Data Science","C",TRUE,FALSE,"US","CA","Fullerton","University Extended Education","http://extension.fullerton.edu/ProfessionalDevelopment/Certificates/Data-Science","experience, organization, social"
"26","California State University-Fullerton","Certificate in Healthcare Analytics","C",TRUE,FALSE,"US","CA","Fullerton","University Extended Education","http://extension.fullerton.edu/ProfessionalDevelopment/Certificates/Healthcare-Analytics","social"
"27","California State University-Fullerton","MBA with Business Analytics","M",FALSE,TRUE,"US","CA","Fullerton","Mihaylo College of Business and Economics","http://catalog.fullerton.edu/preview_program.php?catoid=2&poid=473&returnto=143","competitive, experience, social"
"28","California State University-Long Beach","Master of Science in Applied Statistics","M",TRUE,FALSE,"US","CA","Long Beach","Department of Mathematics and Statistics","http://www.csulb.edu/divisions/aa/catalog/current/cnsm/mathematics/mathms05.html","communication, leadership, management, presentation, social"
"29","California State University-San Bernardino","Master of Business Administration (M.B.A.) - Business Intelligence and Information Technology Focus","M",FALSE,TRUE,"US","CA","San Bernardino","College of Business and Public Administration","http://bulletin.csusb.edu/colleges-schools-departments/business-public-administration/mba/","experience, leadership, management, planning, research, scheduling, social"
"30","Chapman University","Master of Science in Computational and Data Sciences","M",TRUE,FALSE,"US","CA","Orange","Schmid College of Science & Technology","http://www.chapman.edu/scst/graduate/ms-computational-sciences.aspx","communication, experience, research, social"
"31","Chapman University","Computational and Data Sciences","D",FALSE,TRUE,"US","CA","Orange","Interdisciplinary","http://www.chapman.edu/scst/graduate/phd-computational-science.aspx","communication, experience, interpersonal, organization, research, social"
"32","Claremont Graduate University","Masters of Science in Information Systems & Technology: Concentration in Data Science & Analytics","M",FALSE,TRUE,"US","CA","Claremont","Center for Information Systems and Technology (CISAT)","http://www.cgu.edu/pages/6650.asp","communication, flexible, leadership, management, organization, presentation, research, social, training"
"33","Galvanize U","Master of Engineering in Big Data","M",FALSE,TRUE,"US","CA","San Francisco","Partnership w/University of New Haven","http://www.galvanizeu.com/","experience, research, social"
"34","National University","Master of Science in Data Analytics","M",FALSE,TRUE,"US","CA","La Jolla","School of Engineering, Technology and Media","http://www.nu.edu/OurPrograms/SchoolOfEngineeringAndTechnology/ComputerScienceAndInformationSystems/Programs/MasterofScienceinDataAnalytics.html","communication, experience, management, organization, research, social"
"35","National University","Master of Science in Health and Life Science Analytics","M",FALSE,TRUE,"US","CA","La Jolla","School of Health and Human Services","http://www.nu.edu/OurPrograms/SchoolOfHealthAndHumanServices/CommunityHealth/Programs/MasterofScienceinHealth&LifeScienceAnalytics.html","communication, experience, management, organization, planning, research, social"
"36","San Jose State University","Online Business Analytics Certificate","C",FALSE,TRUE,"US","CA","San Jose","Lucas Graduate School of Business","http://www.sjsu.edu/lucasschool/bacertificate/","leadership, management, research, social"
"37","Santa Clara University","MBA with concentration in Data Science and Business Analytics","M",TRUE,FALSE,"US","CA","Santa Clara","Leavey School of Business","http://www.scu.edu/business/graduates/current-students/data-science.cfm","leadership, management, research, social, training"
"38","Stanford University","Master of Science In Computer Science, Specialization in Information Management and Analytics","M",FALSE,TRUE,"US","CA","Stanford","Department of Computer Science","http://cs.stanford.edu/degrees/mscs/specializations/#IMA","management, presentation, research, social"
"39","Stanford University","Mining Massive Data Sets Graduate Certificate","C",FALSE,FALSE,"US","CA","Stanford","Center for Professional Development","http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=10555807","competitive, research, social"
"40","Stanford University","Data Mining and Applications Graduate Certificate","C",FALSE,TRUE,"US","CA","Stanford","Center for Professional Development","http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602","research, social"
"41","Stanford University","Biomedical Informatics MS Degree","M",FALSE,TRUE,"US","CA","Stanford","School of Medicine: Department of Biomedial Informatics","http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults","management, organization, presentation, research, social, training"
"42","Stanford University","M.S. in Statistics: Data Science","M",TRUE,FALSE,"US","CA","Stanford","Department of Statistics","https://statistics.stanford.edu/academics/ms-statistics-data-science","experience, presentation, research, training"
"43","University of California Hastings College of Law","Master of Information Management and Systems","M",FALSE,TRUE,"US","CA","San Francisco","School of Information","http://www.ischool.berkeley.edu/programs/mims","communication, experience, management, research, social, training"
"44","University of California-Davis","Hybrid MBA with Business Analytics and Technologies Concentration","M",FALSE,TRUE,"US","CA","Davis","Graduate School of Management","http://gsm.ucdavis.edu/bay-area-mba","experience, honest, leadership, management, planning, research, scheduling, social"
"45","University of California-Davis","Master's of Health Informatics","M",TRUE,TRUE,"US","CA","Davis","School of Medicine","http://www.ucdmc.ucdavis.edu/informatics/masters/","independent, leadership, management, organization, research, social, training"
"46","University of California-Irvine","Data Science","B",FALSE,TRUE,"US","CA","Irvine","Statistics","http://www.stat.uci.edu/ugrad/datascience",""
"47","University of California-Irvine","Business Intelligence & Data Warehousing Certificate","C",TRUE,FALSE,"US","CA","Irvine","UCI Extension School","http://unex.uci.edu/areas/it/data_warehousing/","experience, honest, leadership, listening, management, organization, presentation, research, social, training"
"48","University of California-Irvine","Predictive Analytics Certificate Program","C",TRUE,FALSE,"US","CA","Irvine","UCI Extension School","http://unex.uci.edu/areas/it/predictive_analytics/","competitive, experience, honest, leadership, listening, management, organization, presentation, research, social, training"
"49","University of California-San Diego","Data Mining Certificate","C",TRUE,FALSE,"US","CA","La Jolla","UC San Diego Extension School","http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14",""
"50","University of California-San Diego","Master of Advanced Study in Data Science and Engineering","M",FALSE,TRUE,"US","CA","La Jolla","Departments of Computer Science and Engineering","http://www.jacobsschool.ucsd.edu/mas/dse/index.sfe",""
"51","University of California-San Diego","Master of Science in Business Analytics","M",FALSE,TRUE,"US","CA","La Jolla","Rady School of Management","http://rady.ucsd.edu/msba/","competitive, management, social, training"
"52","University of California-Berkeley","Information and Data Science","M",TRUE,FALSE,"US","CA","Berkeley","School of Information","http://datascience.berkeley.edu/","experience, management, presentation, problem solving, research, social"
"53","University of California-Berkeley","Business Intelligence and SAS Analytics Software","C",FALSE,TRUE,"US","CA","Berkeley","","http://extension.berkeley.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=17152&selectedProgramAreaId=15499&selectedProgramStreamId=16388","communication, experience, management, organization, social"
"54","University of California-Berkeley","Data Science and Systems Concentration","M",FALSE,TRUE,"US","CA","Berkeley","Engineering","http://www.eecs.berkeley.edu/MEng/index.shtml","communication, competitive, experience, leadership, management, organization, research, social, training"
"55","University of San Francisco","Master of Science in Analytics","M",TRUE,TRUE,"US","CA","San Francisco","College of Arts and Sciences","http://www.usfca.edu/analytics/","presentation, research, social"
"56","University Of San Francisco","Data Science","B",FALSE,TRUE,"US","CA","San Francisco","College of Arts and Sciences","http://usfca.edu/artsci/bsds/","communication, inspiring, management, organization, presentation, research, social"
"57","University of Southern California","Master of Science in Computer Science - Data Science","M",FALSE,TRUE,"US","CA","Los Angeles","Viterbi School of Engineering","http://gapp.usc.edu/graduate-programs/masters/computer-science/data-science","experience, organization, planning, research, social"
"58","University of Southern California","Master of Science in Healthcare Decision Analysis Concentration in Business Intelligence","M",TRUE,FALSE,"US","CA","Los Angeles","School of Pharmacy","http://hcda.usc.edu/program/",""
"59","University of Southern California","Master of Science in Business Analytics","M",TRUE,FALSE,"US","CA","Los Angeles","Marshall School of Business","http://www.marshall.usc.edu/msanalytics","communication, leadership, management, organization, research, social, training"
"60","University of the Pacific","Master of Science in Analytics","M",TRUE,FALSE,"US","CA","Stockton","School of Engineering and Computer Science","http://www.pacific.edu/Academics/Schools-and-Colleges/School-of-Engineering-and-Computer-Science/Academics-/MS-Analytics-Program.html","management, organization, social, training"
"61","American Sentinel University","Master of Science Business Intelligence and Analytics (MSBIA)","M",FALSE,TRUE,"US","CO","Aurora","None listed","http://www.americansentinel.edu/management/m-s-business-intelligence","competitive, customer service, experience, flexible, leadership, management, organization, social"
"62","Aspen University","Master of Science in Technology and Innovation - Business Intelligence and Data Management","M",TRUE,FALSE,"US","CO","Denver","None listed","http://www.aspen.edu/degrees/masters-degree/master-of-science-in-technology-and-innovation-business-intelligence-and-data-management",""
"63","Colorado State University-Fort Collins","Graduate Certificate in Business Intelligence","C",FALSE,TRUE,"US","CO","Fort Collins","College of Business","http://biz.colostate.edu/degreesCertificates/Pages/certificatePrograms.aspx","experience, leadership, management, mentoring, organization, planning, research, social"
"64","Colorado State University-Fort Collins","Applied Statistics Certificate","C",FALSE,TRUE,"US","CO","Fort Collins","Department of Statistics","http://www.online.colostate.edu/certificates/applied-statistics/","communication, experience, leadership, management, organization, presentation, social, training"
"65","Colorado State University-Fort Collins","Data Analysis Certificate","C",TRUE,FALSE,"US","CO","Fort Collins","Department of Statistics","http://www.online.colostate.edu/certificates/data-analysis/","communication, experience, leadership, management, organization, presentation, social, training"
"66","Colorado State University-Fort Collins","Master of Applied Statistics (M.A.S.)","M",FALSE,TRUE,"US","CO","Fort Collins","Department of Statistics","http://www.online.colostate.edu/degrees/applied-statistics/","communication, confident, experience, friendly, leadership, management, organization, presentation, social"
"67","Colorado State University-Global Campus","Certificate in Business Intelligence","C",FALSE,TRUE,"US","CO","Greenwood Village","None listed","https://csuglobal.edu/graduate/programs/certificates-completion/business-intelligence/","communication, competitive, decision making, leadership, logical thinking, management, organization, planning, social, training"
"68","Colorado Technical University","Big Data Analytics","D",TRUE,TRUE,"US","CO","Denver","","http://www.coloradotech.edu/degrees/doctorates/computer-science/big-data","management, organization, research, social"
"69","Regis University","Graduate Certificate in Data Science","C",TRUE,FALSE,"US","CO","Denver","College of Computer and Information Sciences","http://www.regis.edu/CCIS/Academics/Degrees-Programs/Certificates/GC-Data-Science.aspx","communication, experience, management, social"
"70","Regis University","Data Science","M",TRUE,TRUE,"US","CO","Denver","College of Computer and Information Sciences","http://www.regis.edu/CCIS/Academics/Degrees-Programs/Graduate-Programs/MS-Data-Sciences.aspx","decision making, experience, leadership, management, social, training"
"71","University of Colorado Boulder","Master of Science in Business Analytics","M",FALSE,TRUE,"US","CO","Boulder","Leeds School of Business","http://www.colorado.edu/leedsms/ms-programs","experience, leadership, management, presentation, research, social"
"72","University of Colorado Denver","MS in Decision Sciences","M",FALSE,TRUE,"US","CO","Denver","Business School","http://catalog.ucdenver.edu/preview_program.php?catoid=10&poid=2105&returnto=1350","management, organization, research, social"
"73","University of Colorado Denver","Graduate Applied Statistics Certificate","C",FALSE,TRUE,"US","CO","Denver","College of Arts and Sciences: Department of Mathematical and Statistical Sc","http://catalog.ucdenver.edu/preview_program.php?catoid=7&poid=1329&returnto=827","independent, presentation, research, social"
"74","University of Colorado Denver","MS in Business Analytics - Big Data Specialization","M",TRUE,FALSE,"US","CO","Denver","Business School","http://www.ucdenver.edu/academics/colleges/business/degrees/ms/business-analytics/Pages/Big-Data.aspx","communication, confident, management, organization, research, social"
"75","University of Colorado Denver","MS in Information Systems - Business Intelligence","M",TRUE,FALSE,"US","CO","Denver","Business School","http://www.ucdenver.edu/academics/colleges/business/degrees/ms/IS/Pages/Business-Intelligence-Systems.aspx","communication, competitive, confident, experience, management, organization, performance management, presentation, research, social"
"76","University of Colorado Denver","Master of Science in Information Systems","M",FALSE,TRUE,"US","CO","Denver","Business School","http://www.ucdenver.edu/academics/colleges/business/degrees/ms/IS/Pages/Information-Systems.aspx","communication, confident, experience, management, organization, research, social"
"77","University of Denver","Business Information and Analytics Certificate","C",FALSE,TRUE,"US","CO","Denver","Daniels College of Business","http://daniels.du.edu/academic-programs/certificates-professional-development/graduate-business-certificates/business-information-analytics/","communication, competitive, conflict management, delegation, emotional intelligence, experience, flexible, leadership, management, organization, research, social, training"
"78","University of Denver","Master of Science in Business Analytics","M",TRUE,FALSE,"US","CO","Denver","Daniels College of Business","http://daniels.du.edu/masters-degrees/business-analytics/","decision making, experience, leadership, management, organization, research, social"
"79","Central Connecticut State University","Data Mining","M",TRUE,FALSE,"US","CT","New Britain","","http://web.ccsu.edu/datamining/",""
"80","Central Connecticut State University","Graduate Certificate in Data Mining","C",TRUE,FALSE,"US","CT","New Britain","Department of Mathematical Sciences","http://web.ccsu.edu/datamining/graduate%20certificate.html",""
"81","Quinnipiac University","Master of Science in Business Analytics","M",TRUE,FALSE,"US","CT","Hamden","School of Business","http://www.quinnipiac.edu/academics/qu-online/online-programs/online-graduate-programs/master-of-science-in-business-analytics/","communication, flexible, social"
"82","University of Connecticut","Master of Science in Business Analytics and Project Management","M",FALSE,TRUE,"US","CT","Storrs","School of Business","http://msbapm.business.uconn.edu/","management, social"
"83","University of New Haven","M.B.A. - Business Intelligence Concentration","M",FALSE,TRUE,"US","CT","West Haven","College of Business","http://catalog.newhaven.edu/preview_program.php?catoid=3&poid=673&returnto=604","competitive, decision making, experience, knowledge management, leadership, management, organization, planning, social, training"
"84","University of Saint Joseph","Graduate Certificate in Health Informatics","C",TRUE,FALSE,"US","CT","West Hartford","School of Health and Natural Sciences","http://catalog.usj.edu/preview_program.php?catoid=9&poid=1277","communication, decision making, friendly, management, planning, problem solving, research, social"
"85","Yale University","Statistics and Data Science","D",FALSE,TRUE,"US","CT","New Haven","Department of Statistics and Data Science","http://statistics.yale.edu/academics/phd-program","social, training"
"86","American University","MS Business Analytics","M",FALSE,TRUE,"US","DC","Washington","Kogod School of Business","http://www.american.edu/kogod/graduate/MS-ANLT.cfm","competitive, experience, flexible, management, organization, research, social"
"87","American University","Online MS Analytics","M",TRUE,FALSE,"US","DC","Washington","Kogod School of Business","http://onlinebusiness.american.edu/analytics/","competitive, experience, organization, presentation, social"
"88","George Washington University","Master of Science in Data Science","M",FALSE,TRUE,"US","DC","Washington","Columbian College of Arts and Sciences","http://datasci.columbian.gwu.edu/why-data-science-gw","communication, decision making, experience, mentoring, organization, research, social"
"89","Georgetown University","Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M",FALSE,TRUE,"US","DC","Washington","Graduate School of Arts & Sciences","http://gradanalytics.georgetown.edu/","experience, research, social, training"
"90","The George Washington University","Business Analytics","M",FALSE,TRUE,"US","DC","Washington","Business","http://business.gwu.edu/msba","experience, management, mentoring, research, social"
"91","New College of Florida","Master of Data Science","M",FALSE,TRUE,"US","FL","Sarasota","Interdisciplinary","https://www.ncf.edu/academics/graduate-program/data-science/",""
"92","Florida International University","Master of Science in Health Informatics and Management Systems","M",FALSE,TRUE,"US","FL","Miami","Chapman Graduate School of Business","http://business.fiu.edu/fiubusiness/mshims.cfm","leadership, social"
"93","Florida Polytechnic University","Big Data Analytics","B",FALSE,TRUE,"US","FL","Lakeland","College of Innovation & Technology","https://floridapolytechnic.org/academics/advanced-technology/big-data-analytics/","communication, experience, leadership, management, research, social"
"94","Full Sail University","Master of Science in Business Intelligence","M",TRUE,FALSE,"US","FL","Winter Park","Full Sail University","http://www.fullsail.edu/degrees/online/business-intelligence-masters","communication, competitive, experience, leadership, management, presentation, social"
"95","Nova Southeastern University","Master of Science in Biomedical Informatics","M",TRUE,TRUE,"US","FL","Fort Lauderdale","College of Osteopathic Medicine","http://medicine.nova.edu/msbi/curriculum.html","communication, competitive, conflict management, decision making, dedicated, experience, independent, inspiring, interpersonal, knowledge management, leadership, management, negotiation, organization, planning, presentation, problem solving, process improvement, research, scheduling, self-awareness, self-directed, social, strategic planning, team building, time management, training"
"96","Nova Southeastern University","Graduate Certificate in Business Intelligence / Analytics","C",TRUE,FALSE,"US","FL","Fort Lauderdale","Graduate School of Computer and Information Sciences","http://www.scis.nova.edu/masters/certificate_bi.html","communication, experience, leadership, research, social"
"97","Pasco-Hernando State College","Healthcare Informatics Specialist Certificate","C",TRUE,FALSE,"US","FL","New Port Richey","Health and Information Technology","http://phsc.edu/program/healthcare-informatics-specialist-certificate",""
"98","University of Central Florida","M.S.  in Statistical Computing Data Mining Track","M",FALSE,TRUE,"US","FL","Orlando","Department of Statistics","http://dms.stat.ucf.edu/","inspiring, research"
"99","University of Central Florida","Master of Science in Health Care Informatics","M",FALSE,TRUE,"US","FL","Orlando","Department of Health Management & Informatics","http://www.ce.ucf.edu/Program/2626/Master-Of-Science-In-Health-Care-Informatics/","management, research, social"
"100","University of Central Florida","Professional Science Master's Program in Health Care Informatics","M",FALSE,TRUE,"US","FL","Orlando","Department of Health Management and Informatics","http://www.graduatecatalog.ucf.edu/programs/Program.aspx?ID=5852","competitive, experience, management, planning, research, social"
"101","University of Florida","Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization)","M",FALSE,TRUE,"US","FL","Gainesville","Warrington College of Business Administration","http://warrington.ufl.edu/graduate/academics/ms-isom/","experience, leadership, management, organization, research, social"
"102","University of Miami","Master of Science in Business Analytics","M",FALSE,TRUE,"US","FL","Coral Gables","University of Miami School of Business","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html","competitive, experience, innovator, leadership, management, organization, research, social"
"103","University of South Florida Sarasota-Manatee","Business Analytics Certificate","C",TRUE,FALSE,"US","FL","Sarasota","College of Business","http://usfsm.edu/catalog/graduate/college-of-business-degree-programs/college-of-business-certificate-programs/business-analytics-certificate/","communication, competitive, confident, independent, leadership, management, organization, research, social"
"104","University of South Florida-Main Campus","Analytics and Business Intelligence Certificate","C",TRUE,FALSE,"US","FL","Tampa","Muma College of Business","http://www.usf.edu/innovative-education/programs/graduate-certificates/analytics-and-business-intelligence.aspx","experience, management, research, social"
"105","University of South Florida-Main Campus","MS in Health Informatics Online","M",FALSE,TRUE,"US","FL","Tampa","Morsani College of Medicine","http://www.usfhealthonline.com/programs/masters-degree/ms-health-informatics/","competitive, decision making, experience, management, organization, research, social, training"
"106","Georgia Southern University","M.S. - Computer Science with concentration in Data and Knowledge Systems","M",TRUE,FALSE,"US","GA","Statesboro","Department of Computer Sciences","http://ceit.georgiasouthern.edu/cs/degrees/mscs/","experience, flexible, leadership, organization, research, social"
"107","Georgia State University","Master of Science in Analytics","M",FALSE,TRUE,"US","GA","Atlanta","Robinson College of Business","http://specialized.robinson.gsu.edu/msa/","communication, confident, experience, friendly, leadership, management, organization, planning, research, social, training"
"108","Georgia Tech","MS in Analytics","M",TRUE,TRUE,"US","GA","Atlanta","Colleges of Business, Computing, and Engineering","http://www.analytics.gatech.edu/","dedicated, leadership, management, organization, research, social"
"109","Georgia Tech","MS - Computer Science with specialization in machine learning","M",FALSE,TRUE,"US","GA","Atlanta","College of Computing","http://www.cc.gatech.edu/future/masters/mscs/program","communication, mentoring, organization, research, social"
"110","Kennesaw State University","Analytics and Data Science","D",FALSE,TRUE,"US","GA","Kennesaw","Department of Statistics and Analytical Sciences","https://datascience.kennesaw.edu/","communication, decision making, research, social"
"111","Kennesaw State University","Online Certificate in Applied Statistics","C",TRUE,FALSE,"US","GA","Kennesaw","Department of Statistics and Analytical Sciences","https://analytics.kennesaw.edu/academics/certificate/appl-stat/index.html","research, social"
"112","Kennesaw State University","Master of Science in Applied Statistics","M",FALSE,TRUE,"US","GA","Kennesaw","Department of Mathematics and Statistics","https://analytics.kennesaw.edu/academics/grad/MSAS/index.html","research, social"
"113","Mercer University","M.S. In Business Analytics","M",FALSE,TRUE,"US","GA","Macon","Stetson School of Business and Economics","http://business.mercer.edu/business-analytics/",""
"114","University of Georgia","MBA with concentration in Business Analytics","M",TRUE,TRUE,"US","GA","Athens","Terry College of Business","http://www.terry.uga.edu/mba/fulltime/concentrations/business-analytics","decision making, leadership, management, organization, social"
"115","Loras College","MBA - Business Analytics","M",TRUE,FALSE,"US","IA","Dubuque","Loras College","http://www.loras.edu/Academics/MBA-Business-Analytics.aspx",""
"116","Northwestern College","Analytics Certificate","C",FALSE,TRUE,"US","IA","Orange City","Adult and Graduate Studies","http://online.nwciowa.edu/analytics",""
"117","Luther College","Data Science","B",FALSE,TRUE,"US","IA","Decorah","Computer Science","https://www.luther.edu/computer-science/data-science-major/","communication, experience, leadership, research, social, training"
"118","The University of Iowa","Business Analytics","B",FALSE,TRUE,"US","IA","Iowa City","Business","http://tippie.uiowa.edu/management-sciences/undergraduate.cfm","communication, cooperative, experience, management, organization, presentation, process improvement, research, social"
"119","The University of Iowa","Business Analytics Certificate Program","C",FALSE,TRUE,"US","IA","Cedar Rapids","Business","http://tippie.uiowa.edu/business-analytics","communication, cooperative, decision making, experience, management, organization, research, social"
"120","The University of Iowa","Business Analytics Graduate Program","M",FALSE,TRUE,"US","IA","Cedar Rapids","Business","http://tippie.uiowa.edu/business-analytics","communication, cooperative, decision making, experience, management, organization, research, social"
"121","Aurora University","Master of Science in Digital Marketing and Analytics","M",FALSE,TRUE,"US","IL","Aurora","Dunham School of Business","http://www.aurora.edu/academics/graduate/marketing/index.html","competitive, confident, leadership, management, research, social"
"122","Benedictine University","Master of Science in Business Analytics","M",FALSE,TRUE,"US","IL","Lisle","College of Business","http://www.ben.edu/college-of-business/graduate/master-of-science-in-business-analytics.cfm","competitive, dedicated, experience, leadership, management, organization, planning, research, social"
"123","DePaul University","M.S. in Predictive Analytics","M",FALSE,TRUE,"US","IL","Chicago","College of Computing and Digital Media","http://www.cdm.depaul.edu/academics/Pages/MS-In-Predictive-Analytics.aspx","communication, confident, decision making, experience, management, organization, planning, research, social"
"124","DePaul University","Information Systems (MS) - Business Intelligence Concentration","M",TRUE,FALSE,"US","IL","Chicago","College of Computing and Digital Media","http://www.depaul.edu/university-catalog/degree-requirements/graduate/cdm/information-systems-ms/concentrations/Pages/business-intelligence.aspx","communication, confident, management"
"125","Elmhurst College","M.S. in Data Science","M",FALSE,TRUE,"US","IL","Elmhurst","Elmhurst College Online Center","http://public.elmhurst.edu/data_science","decision making, experience, organization, research, social"
"126","Elmhurst College","Graduate Certificate in Data Science","C",FALSE,TRUE,"US","IL","Elmhurst","Elmhurst College Online Center","http://public.elmhurst.edu/data_science/227880201.html","social"
"127","Illinois Institute of Technology","MS - CS specialization in Data Analytics (with co-terminal BS/MS option)","M",TRUE,FALSE,"US","IL","Chicago","College of Science","http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics","communication, flexible, leadership, research, social"
"128","Illinois Institute of Technology","Master of Data Science","M",TRUE,TRUE,"US","IL","Chicago","College of Science","http://science.iit.edu/programs/graduate/master-data-science","assertive, communication, flexible, leadership, research, social"
"129","Illinois Institute of Technology","Data Analytics","M",FALSE,TRUE,"US","IL","Chicago","Computer Science","http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics","communication, flexible, leadership, research, social"
